股票代码,股票名称,行业,收盘价,涨跌幅%,量比,走势类型,趋势强度,中枢位置,中枢上沿ZG,中枢下沿ZD,笔方向,线段方向,买点类型,买点置信度,卖点类型,卖点置信度,二买确认,二买置信度,双级确认买,双级确认卖,信号级别,买入强度,卖出强度,底背驰,顶背驰,均线排列,均线破位,量异常,笔趋势耗尽,综合评分,机会等级,风险等级,止损价
600693,东百集团,消费,10.15,0.3,0.5,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,9.44
600706,曲江文旅,消费,9.03,-0.44,0.85,-,0.0,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,8.4
600710,苏美达,消费,11.59,-2.44,0.85,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,10.78
600715,文投控股,传媒,1.97,-1.5,0.55,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,1.83
600732,爱旭股份,半导体/光伏,12.95,-3.14,1.38,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,12.04
600738,丽尚国潮,消费,4.48,-0.67,1.26,-,0.0,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,4.17
600741,华域汽车,新能源车/风电,17.56,-0.68,1.3,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,16.33
600745,闻泰科技,半导体/光伏,21.76,-4.98,0.09,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",缩量,,-0.2,D,高危,20.24
600746,江苏索普,化工,7.4,-1.99,1.07,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,6.88
600750,华润江中,医药,22.52,-2.09,1.38,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,20.94
600757,长江传媒,传媒,8.32,-1.19,1.57,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",放量,,-0.2,D,高危,7.74
600760,中航沈飞,军工,46.63,-1.4,0.88,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,43.37
600765,中航重机,军工,15.59,-0.19,0.92,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,14.5
600793,宜宾纸业,建材,15.86,-0.88,0.67,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,14.75
600794,保税科技,交运,3.44,-1.71,1.23,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,3.2
600801,华新建材,建材,19.19,-4.05,1.39,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,17.85
600802,福建水泥,建材,5.55,0.0,1.48,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,5.16
600809,山西汾酒,消费,137.01,-2.39,1.41,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,127.42
600814,杭州解百,消费,7.34,0.14,0.77,-,0.0,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,6.83
600820,隧道股份,基建/地产/石油石化,5.72,-0.52,0.8,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,5.32
600825,新华传媒,传媒,5.64,-0.35,1.19,-,0.0,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,5.25
600828,茂业商业,消费,4.69,0.86,0.81,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,4.36
600839,四川长虹,消费,8.54,-0.58,0.62,-,0.0,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,7.94
600841,动力新科,新能源车/风电,7.99,-1.72,0.74,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,7.43
600858,银座股份,消费,5.49,0.55,1.01,盘整,0.3,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,5.11
600867,通化东宝,医药,8.65,-0.92,0.5,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,8.04
600881,亚泰集团,消费,1.51,-1.31,0.71,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,1.4
600895,张江高科,基建/地产/石油石化,34.53,-0.83,1.87,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",放量,,-0.2,D,高危,32.11
600916,中国黄金,消费,8.35,-0.24,1.08,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,7.77
600918,中泰证券,金融,5.81,-0.51,0.89,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,5.4
600960,渤海汽车,新能源车/风电,4.76,-1.45,1.09,-,0.0,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,4.43
600967,内蒙一机,军工,13.9,-1.0,0.71,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,12.93
600975,新五丰,农业,5.39,-2.71,1.36,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,5.01
600976,健民集团,医药,30.35,-1.27,0.77,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,28.23
600981,苏豪汇鸿,消费,2.68,-0.37,1.08,-,0.0,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,2.49
600990,四创电子,电子,21.34,0.57,0.93,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,19.85
600993,马应龙,医药,24.85,-2.63,1.37,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,23.11
600998,九州通,医药,4.87,-1.62,1.06,-,0.0,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,4.53
601007,金陵饭店,消费,7.28,0.0,0.54,-,0.0,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,6.77
601022,宁波远洋,交运,8.44,-1.75,1.08,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,7.85
601069,西部黄金,有色/钢铁/煤炭,29.29,-1.68,0.99,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,27.24
601083,锦江航运,交运,11.78,-1.01,0.9,盘整,0.3,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,10.96
601089,福元医药,医药,19.15,-4.15,2.54,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",倍量,,-0.2,D,高危,17.81
601111,中国国航,交运,6.59,-2.23,1.25,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,6.13
601117,中国化学,基建/地产/石油石化,7.99,-1.36,0.89,-,0.0,中枢下,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,7.43
601121,宝地矿业,有色/钢铁/煤炭,7.16,0.28,0.96,-,0.0,中枢下,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,6.66
601162,天风证券,金融,3.59,-0.28,0.67,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,3.34
601187,厦门银行,金融,7.15,-2.46,1.11,盘整,0.3,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,6.65
601212,白银有色,有色/钢铁/煤炭,6.83,-2.01,1.11,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,6.35
601226,华电科工,基建/地产/石油石化,8.59,-0.46,0.88,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,7.99
601228,广州港,交运,3.13,-0.63,0.95,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,2.91
601238,广汽集团,新能源车/风电,6.82,-1.87,2.18,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",放量,,-0.2,D,高危,6.34
601319,中国人保,金融,6.84,-1.72,1.1,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,6.36
601366,利群股份,消费,3.85,-1.53,1.11,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,3.58
601567,三星电气,电力设备,18.74,-4.44,1.23,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,17.43
601577,长沙银行,金融,9.21,-2.54,1.56,-,0.0,中枢下,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",放量,,-0.2,D,高危,8.57
601595,上海电影,传媒,22.22,-0.94,0.9,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,20.66
601599,浙文影业,消费,3.45,-1.15,1.16,-,0.0,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,3.21
601600,中国铝业,有色/钢铁/煤炭,10.52,-3.75,1.2,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,9.78
601607,上海医药,医药,16.5,-1.37,1.41,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,15.34
601608,中信重工,自动化/制造,5.84,-0.17,1.28,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,5.43
601611,中国核建,基建/地产/石油石化,12.84,-1.15,0.74,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,11.94
601628,中国人寿,金融,34.75,-1.73,0.8,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,32.32
601666,平煤股份,有色/钢铁/煤炭,7.55,2.17,1.21,-,0.0,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,7.02
601688,华泰证券,金融,18.37,-0.81,0.74,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,17.08
601696,中银证券,金融,11.94,0.08,0.93,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,11.1
601717,中创智领,自动化/制造,18.1,-1.31,0.95,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,16.83
601718,际华集团,消费,2.35,-0.84,2.82,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",倍量,,-0.2,D,高危,2.19
601800,中国交建,基建/地产/石油石化,6.61,-1.2,0.96,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,6.15
601801,皖新传媒,传媒,5.66,-1.91,1.96,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",放量,,-0.2,D,高危,5.26
601860,紫金银行,金融,2.58,-0.39,0.77,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,2.4
601881,中国银河,金融,12.29,-1.05,0.91,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,11.43
601888,中国中免,消费,58.11,-1.51,1.16,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,54.04
601890,亚星锚链,军工,9.99,-1.38,0.67,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,9.29
601899,紫金矿业,有色/钢铁/煤炭,31.3,-1.7,1.09,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,29.11
601928,凤凰传媒,传媒,9.13,-1.08,0.74,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,8.49
601933,永辉超市,消费,3.63,-0.82,0.53,-,0.0,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,3.38
601949,中国出版,传媒,5.55,-2.46,1.02,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,5.16
601956,东贝集团,消费,5.72,-1.04,0.92,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,5.32
601969,海南矿业,有色/钢铁/煤炭,11.1,-0.98,1.21,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,10.32
601999,出版传媒,传媒,6.71,-0.59,0.83,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,6.24
603000,人民网,传媒,18.91,-0.84,0.99,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,17.59
603035,常熟汽饰,新能源车/风电,12.94,-1.6,1.02,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,12.03
603049,中策橡胶,新能源车/风电,46.83,-1.6,0.95,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,43.55
603055,台华新材,消费,8.76,-0.34,1.0,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,8.15
603059,倍加洁,消费,30.51,0.2,0.93,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,28.37
603079,圣达生物,化工,15.23,-1.49,0.62,-,0.0,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,14.16
603086,先达股份,化工,7.08,-0.42,0.83,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,6.58
603102,百合股份,消费,39.43,-1.42,1.28,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,36.67
603105,芯能科技,电力设备,9.7,-2.81,0.75,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,9.02
603109,神驰机电,新能源车/风电,21.71,-2.07,0.54,-,0.0,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,20.19
603122,合富中国,医药,14.31,-1.11,0.55,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,13.31
603123,翠微股份,消费,11.26,0.18,0.54,-,0.0,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,10.47
603153,上海建科,基建/地产/石油石化,15.33,-0.97,0.69,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,14.26
603168,莎普爱思,医药,6.38,-0.31,1.3,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,5.93
603187,海容冷链,自动化/制造,13.32,-4.31,1.67,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",放量,,-0.2,D,高危,12.39
603193,润本股份,消费,23.51,-2.53,0.67,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,21.86
603198,迎驾贡酒,消费,35.28,0.0,0.68,-,0.0,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,32.81
603202,天有为,新能源车/风电,76.41,-2.98,1.49,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,71.06
603207,小方制药,医药,25.46,0.04,0.77,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,23.68
603209,兴通股份,交运,14.06,-1.61,1.05,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,13.08
603225,新凤鸣,化工,16.62,-2.41,1.19,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,15.46
603237,五芳斋,消费,15.9,0.19,1.72,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",放量,,-0.2,D,高危,14.79
603238,诺邦股份,消费,15.08,-2.77,2.31,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",放量,,-0.2,D,高危,14.02
603258,电魂网络,传媒,15.91,-0.75,1.26,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,14.8
603273,天元智能,自动化/制造,17.34,-1.25,1.39,-,0.0,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,16.13
603277,银都股份,自动化/制造,12.81,-1.54,0.96,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,11.91
603280,南方路机,自动化/制造,32.4,-1.52,1.1,-,0.0,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,30.13
603309,维力医疗,医药,13.41,-2.76,1.3,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,12.47
603319,美湖股份,新能源车/风电,31.94,-1.69,1.0,-,0.0,中枢下,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,29.7
603325,博隆技术,自动化/制造,59.75,-0.71,0.71,-,0.0,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,55.57
603330,天洋新材,化工,6.89,-1.01,1.18,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,6.41
603379,三美股份,化工,58.0,-7.19,2.5,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",倍量,,-0.2,D,高危,53.94
603381,永臻股份,半导体/光伏,23.4,-1.6,0.89,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,21.76
603385,惠达卫浴,消费,6.39,-0.47,1.16,盘整,0.3,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,5.94
603477,巨星农牧,农业,17.28,-4.16,1.17,盘整,0.3,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,16.07
603508,思维列控,通信/计算机,25.39,-5.54,2.01,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",放量,,-0.2,D,高危,23.61
603565,中谷物流,交运,10.45,-1.69,0.88,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,9.72
603599,广信股份,化工,11.89,-2.38,0.7,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,11.06
603609,禾丰股份,农业,6.59,-0.75,1.08,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,6.13
603611,诺力股份,自动化/制造,18.98,-0.84,0.9,盘整,0.3,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,17.65
603648,畅联股份,交运,9.82,-2.39,1.28,-,0.0,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,9.13
603656,泰禾智能,自动化/制造,18.91,-1.25,1.3,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,17.59
603668,天马科技,农业,12.55,-2.33,1.0,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,11.67
603676,卫信康,医药,9.82,-2.39,2.02,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",放量,,-0.2,D,高危,9.13
603700,宁水集团,自动化/制造,12.24,0.25,1.29,盘整,0.3,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,11.38
